sample_ID_EPFL	Sample name	title	CEL file	source name	organism	characteristics: organism_NCBI_txid	characteristics: strain	characteristics: genotype_qc	characteristics: sex	characteristics: age	characteristics: diet_ID	characteristics: diet_description	characteristics: dietary_intervention	characteristics: diet_composition	characteristics: diet_REF	characteristics: tissue	characteristics: tissue_REF	characteristics: tissue_sample_ID	characteristics: mean_extracted_RNA_concentration_before pooling	characteristics: mean_extracted_RNA_concentration_before pooling_unit	characteristics: mean_nanodrop_260_280_ratio_before_pooling	characteristics: mean_nanodrop_260_230_ratio_before_pooling	characteristics: assay_date	characteristics: notes	characteristics: geo_accession	platform	molecule	label	description	solvent	platform_name	data
BXD81_CD_scWAT	GSM2083662_81_CD_scWAT.CEL	BXD81-subcutaneous adipose tissue-CD	GSM2083662_81_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD81	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD81_CD_322,BXD81_CD_321,BXD81_CD_323,BXD81_CD_324	1015.35	ng/ul	1.76	0.8425	2016-01-27		GSM2083662	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD81 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083662/suppl/GSM2083662_81_CD_scWAT.CEL.gz
BXD81_HFD_scWAT	GSM2083663_81_HFD_scWAT.CEL	BXD81-subcutaneous adipose tissue-HFD	GSM2083663_81_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD81	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD81_HFD_326,BXD81_HFD_329,BXD81_HFD_330	1128.23333333333	ng/ul	1.76333333333333	0.783333333333333	2016-01-29		GSM2083663	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD81 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083663/suppl/GSM2083663_81_HFD_scWAT.CEL.gz
BXD83_CD_scWAT	GSM2083664_83_CD_scWAT.CEL	BXD83-subcutaneous adipose tissue-CD	GSM2083664_83_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD83	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD83_CD_161,BXD83_CD_162,BXD83_CD_163	303.933333333333	ng/ul	1.67666666666667	0.516666666666667	2016-01-27		GSM2083664	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD83 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083664/suppl/GSM2083664_83_CD_scWAT.CEL.gz
BXD83_HFD_scWAT	GSM2083665_83_HFD_scWAT.CEL	BXD83-subcutaneous adipose tissue-HFD	GSM2083665_83_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD83	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD83_HFD_166,BXD83_HFD_167,BXD83_HFD_168,BXD83_HFD_169	548.775	ng/ul	1.73	0.68	2016-01-29		GSM2083665	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD83 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083665/suppl/GSM2083665_83_HFD_scWAT.CEL.gz
BXD84_CD_scWAT	GSM2083666_84_CD_scWAT.CEL	BXD84-subcutaneous adipose tissue-CD	GSM2083666_84_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD84	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD84_CD_735,BXD84_CD_734,BXD84_CD_733	394.7	ng/ul	1.79333333333333	0.526666666666667	2016-01-27		GSM2083666	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD84 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083666/suppl/GSM2083666_84_CD_scWAT.CEL.gz
BXD84_HFD_scWAT	GSM2083667_84_HFD_scWAT.CEL	BXD84-subcutaneous adipose tissue-HFD	GSM2083667_84_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD84	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD84_HFD_276,BXD84_HFD_277,BXD84_HFD_279	621.533333333333	ng/ul	1.79666666666667	0.636666666666667	2016-01-29		GSM2083667	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD84 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083667/suppl/GSM2083667_84_HFD_scWAT.CEL.gz
BXD85_CD_scWAT	GSM2083668_85_CD_scWAT.CEL	BXD85-subcutaneous adipose tissue-CD	GSM2083668_85_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD85	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD85_CD_375,BXD85_CD_373,BXD85_CD_372,BXD85_CD_371	719.1	ng/ul	1.76	1.1075	2016-01-27		GSM2083668	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD85 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083668/suppl/GSM2083668_85_CD_scWAT.CEL.gz
BXD85_HFD_scWAT	GSM2083669_85_HFD_scWAT.CEL	BXD85-subcutaneous adipose tissue-HFD	GSM2083669_85_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD85	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD85_HFD_800,BXD85_HFD_799,BXD85_HFD_798,BXD85_HFD_797	504.6	ng/ul	1.76	1.1275	2016-01-29		GSM2083669	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD85 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083669/suppl/GSM2083669_85_HFD_scWAT.CEL.gz
BXD87_CD_scWAT	GSM2083670_87_CD_scWAT.CEL	BXD87-subcutaneous adipose tissue-CD	GSM2083670_87_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD87	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD87_CD_92,BXD87_CD_93,BXD87_CD_94,BXD87_CD_95	392.575	ng/ul	1.7875	0.465	2016-01-27		GSM2083670	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD87 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083670/suppl/GSM2083670_87_CD_scWAT.CEL.gz
BXD87_HFD_scWAT	GSM2083671_87_HFD_scWAT.CEL	BXD87-subcutaneous adipose tissue-HFD	GSM2083671_87_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD87	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD87_HFD_97,BXD87_HFD_98,BXD87_HFD_99,BXD87_HFD_100	534.35	ng/ul	1.715	0.4375	2016-01-29		GSM2083671	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD87 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083671/suppl/GSM2083671_87_HFD_scWAT.CEL.gz
BXD89_CD_scWAT	GSM2083672_89_CD_scWAT.CEL	BXD89-subcutaneous adipose tissue-CD	GSM2083672_89_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD89	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD89_CD_214,BXD89_CD_213,BXD89_CD_212,BXD89_CD_211	300.225	ng/ul	1.7025	0.5	2016-01-28		GSM2083672	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD89 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083672/suppl/GSM2083672_89_CD_scWAT.CEL.gz
BXD89_HFD_scWAT	GSM2083673_89_HFD_scWAT.CEL	BXD89-subcutaneous adipose tissue-HFD	GSM2083673_89_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD89	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD89_HFD_216,BXD89_HFD_217,BXD89_HFD_218,BXD89_HFD_219	1133.9	ng/ul	1.8775	0.8575	2016-01-29		GSM2083673	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD89 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083673/suppl/GSM2083673_89_HFD_scWAT.CEL.gz
BXD90_CD_scWAT	GSM2083674_90_CD_scWAT.CEL	BXD90-subcutaneous adipose tissue-CD	GSM2083674_90_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD90	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD90_CD_204,BXD90_CD_203,BXD90_CD_202,BXD90_CD_201	676.625	ng/ul	1.795	0.6075	2016-01-28		GSM2083674	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD90 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083674/suppl/GSM2083674_90_CD_scWAT.CEL.gz
BXD90_HFD_scWAT	GSM2083675_90_HFD_scWAT.CEL	BXD90-subcutaneous adipose tissue-HFD	GSM2083675_90_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD90	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD90_HFD_209,BXD90_HFD_208,BXD90_HFD_207,BXD90_HFD_206	713.825	ng/ul	1.7675	0.5125	2016-01-29		GSM2083675	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD90 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083675/suppl/GSM2083675_90_HFD_scWAT.CEL.gz
BXD92a_CD_scWAT	GSM2083676_92a_CD_scWAT.CEL	BXD92a-subcutaneous adipose tissue-CD	GSM2083676_92a_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD92a	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	NA	NA	ng/ul	NA	NA	2016-01-28		GSM2083676	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD92a mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083676/suppl/GSM2083676_92a_CD_scWAT.CEL.gz
BXD95_CD_scWAT	GSM2083677_95_CD_scWAT.CEL	BXD95-subcutaneous adipose tissue-CD	GSM2083677_95_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD95	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD95_CD_241,BXD95_CD_242,BXD95_CD_243,BXD95_CD_244	426.625	ng/ul	1.9025	0.5675	2016-01-28		GSM2083677	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD95 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083677/suppl/GSM2083677_95_CD_scWAT.CEL.gz
BXD95_HFD_scWAT	GSM2083678_95_HFD_scWAT.CEL	BXD95-subcutaneous adipose tissue-HFD	GSM2083678_95_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD95	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD95_HFD_246,BXD95_HFD_248,BXD95_HFD_249,BXD95_HFD_250	502.4	ng/ul	1.7775	0.485	2016-01-29		GSM2083678	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD95 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083678/suppl/GSM2083678_95_HFD_scWAT.CEL.gz
BXD96_CD_scWAT	GSM2083679_96_CD_scWAT.CEL	BXD96-subcutaneous adipose tissue-CD	GSM2083679_96_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD96	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD96_CD_142,BXD96_CD_143,BXD96_CD_144,BXD96_CD_145	466.625	ng/ul	1.7075	0.4	2016-01-28		GSM2083679	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD96 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083679/suppl/GSM2083679_96_CD_scWAT.CEL.gz
BXD97_CD_scWAT	GSM2083680_97_CD_scWAT.CEL	BXD97-subcutaneous adipose tissue-CD	GSM2083680_97_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD97	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD97_CD_431,BXD97_CD_432,BXD97_CD_434,BXD97_CD_435	533.9	ng/ul	1.755	0.555	2016-01-28		GSM2083680	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD97 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083680/suppl/GSM2083680_97_CD_scWAT.CEL.gz
BXD97_HFD_scWAT	GSM2083681_97_HFD_scWAT.CEL	BXD97-subcutaneous adipose tissue-HFD	GSM2083681_97_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD97	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD97_HFD_439,BXD97_HFD_438,BXD97_HFD_437,BXD97_HFD_436	423.95	ng/ul	1.7475	0.58	2016-01-29		GSM2083681	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD97 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083681/suppl/GSM2083681_97_HFD_scWAT.CEL.gz
BXD98_CD_scWAT	GSM2083682_98_CD_scWAT.CEL	BXD98-subcutaneous adipose tissue-CD	GSM2083682_98_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD98	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD98_CD_412,BXD98_CD_413,BXD98_CD_415	367.9	ng/ul	1.79	0.513333333333333	2016-01-28		GSM2083682	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD98 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083682/suppl/GSM2083682_98_CD_scWAT.CEL.gz
BXD98_HFD_scWAT	GSM2083683_98_HFD_scWAT.CEL	BXD98-subcutaneous adipose tissue-HFD	GSM2083683_98_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD98	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD98_HFD_417,BXD98_HFD_418,BXD98_HFD_419,BXD98_HFD_420	393.85	ng/ul	1.775	0.5725	2016-01-29		GSM2083683	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD98 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083683/suppl/GSM2083683_98_HFD_scWAT.CEL.gz
BXD99_CD_scWAT	GSM2083684_99_CD_scWAT.CEL	BXD99-subcutaneous adipose tissue-CD	GSM2083684_99_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD99	pass	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD99_CD_345,BXD99_CD_344,BXD99_CD_343	501.6	ng/ul	1.65333333333333	0.363333333333333	2016-01-28		GSM2083684	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD99 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083684/suppl/GSM2083684_99_CD_scWAT.CEL.gz
BXD99_HFD_scWAT	GSM2083685_99_HFD_scWAT.CEL	BXD99-subcutaneous adipose tissue-HFD	GSM2083685_99_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD99	pass	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD99_HFD_350,BXD99_HFD_349,BXD99_HFD_348,BXD99_HFD_346	674.25	ng/ul	1.7275	0.5525	2016-01-29		GSM2083685	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD99 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083685/suppl/GSM2083685_99_HFD_scWAT.CEL.gz
BXD100_CD_scWAT	GSM2083686_100_CD_scWAT.CEL	BXD100-subcutaneous adipose tissue-CD	GSM2083686_100_CD_scWAT.CEL.gz	subcutaneous adipose tissue, chow diet	Mus musculus	10090	BXD100	fail	male	29 weeks	CD	chow diet	Mice were fed a chow diet (CD) ad libitum through their entire life.	fat: 6% kCal, protein: 20% kCal, carbohydrates: 74% kCal	Harlan, 2018, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD100_CD_152,BXD100_CD_153,BXD100_CD_154	445.966666666667	ng/ul	1.77	0.5	2016-01-28		GSM2083686	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD100 mice fed on chow diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083686/suppl/GSM2083686_100_CD_scWAT.CEL.gz
BXD100_HFD_scWAT	GSM2083687_100_HFD_scWAT.CEL	BXD100-subcutaneous adipose tissue-HFD	GSM2083687_100_HFD_scWAT.CEL.gz	subcutaneous adipose tissue, high fat diet	Mus musculus	10090	BXD100	fail	male	29 weeks	HFD	high fat diet	Mice were fed a chow diet (CD) ad libitum until 8 weeks of age. From 8 weeks until heuthanasia, mice were then fed a high-fat diet (HFD) ad libitum.	fat: 60% kCal, protein: 20% kCal	Harlan, 06414, Indianapolis, IN, USA	subcutaneous adipose tissue	http://purl.obolibrary.org/obo/MA_0000473	BXD100_HFD_157,BXD100_HFD_158,BXD100_HFD_159,BXD100_HFD_160	403.775	ng/ul	1.775	0.5375	2016-01-29		GSM2083687	GPL20258	total RNA	biotin	Gene expression data from pooled RNA extract of subcutaneous adipose tissue samples collected on 29 weeks old male BXD100 mice fed on high fat diet	RNAse free water	Affymetrix Mouse Transcriptome Array 1.0	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2083nnn/GSM2083687/suppl/GSM2083687_100_HFD_scWAT.CEL.gz
